GRP,SPECIES_ID,ALPHA_CODE,SPECIES_NAME,SCIENTIFIC_NAME
_01,1770,BBWD,Black-bellied Whistling-Duck,Dendrocygna autumnalis
_01,1771,WIWD,West Indian Whistling-Duck,Dendrocygna arborea
_01,1780,FUWD,Fulvous Whistling-Duck,Dendrocygna bicolor
_01,1710,GWFG,Greater White-fronted Goose,Anser albifrons
_01,1719,TWFG,Tule White-fronted Goose,Anser albifrons elgasi
_01,1760,EMGO,Emperor Goose,Anser canagicus
_01,1690,LSGO,Lesser Snow Goose,Anser caerulescens caerulescens
_01,1691,BLGO,Blue Goose,Anser caerulescens
_01,1695,SBGI,Snow X Blue Goose Intergrade,Anser caerulescens
_01,1698,BGSG,Blue Greater Snow Goose,Anser caerulescens atlantica
_01,1699,GSGO,Greater Snow Goose,Anser caerulescens atlantica
_01,1703,SRGH,Snow X Ross's Goose Hybrid,Anser caerulescens x rossii
_01,1700,ROGO,Ross's Goose,Anser rossii
_02,1720,CAGO,Canada Goose,Branta canadensis
_03,1730,ATBR,Atlantic Brant,Branta bernicla hrota
_03,1731,BABI,Black X Atlantic Brant Intergrade,Branta bernicla hrota x bernicla nigricans
_03,1740,BLBR,Black Brant,Branta bernicla nigricans
_03,1750,BRNG,Barnacle Goose,Branta leucopsis
_03,1722,CACG,Cackling Goose,Branta hutchinsii
_03,1721,ACGO,Aleutian Canada Goose,Branta hutchinsii leucopareia
_03,1723,LCGO,Large Canada Goose,Branta canadensis maxima
_03,1729,SCGO,Small Canada Goose,Branta canadensis parvipes
_03,1751,HAGO,Hawaiian Goose,Branta sandvicensis
_03,1716,OHGO,Other Hybrid Goose,
_03,1782,MUSW,Mute Swan,Cygnus olor
_03,1810,TRUS,Trumpeter Swan,Cygnus buccinator
_03,1800,WHSW,Whistling (Tundra) Swan,Cygnus columbianus columbianus
_03,1801,BESW,Bewick's Swan,Cygnus columbianus bewickii
_03,1790,WHOS,Whooper Swan,Cygnus cygnus
_04,1440,WODU,Wood Duck,Aix sponsa
_05,1400,BWTE,Blue-winged Teal,Spatula discors
_06,1392,GARG,Garganey,Spatula querquedula
_06,1410,CITE,Cinnamon Teal,Spatula cyanoptera
_06,1420,NSHO,Northern Shoveler,Spatula clypeata
_06,1350,GADW,Gadwall,Mareca strepera
_06,1360,EUWI,Eurasian Wigeon,Mareca penelope
_06,1370,AMWI,American Wigeon,Mareca americana
_07,1430,NOPI,Northern Pintail,Anas acuta
_08,1320,MALL,Mallard,Anas platyrhynchos
_09,1322,LADU,Laysan Duck,Anas laysanensis
_09,1321,HAWD,Hawaiian Duck,Anas wyvilliana
_09,1337,ABDX,American Black Duck Dominant X Mallard Hybrid,Anas rubripes x platyrhynchos
_09,1325,MBDX,Mallard X American Black Duck Intermediate,Anas platyrhynchos x rubripes
_09,1326,MBDH,Mallard X American Black Duck Hybrid,Anas platyrhynchos x rubripes
_09,1327,MALX,Mallard Dominant X American Black Duck Hybrid,Anas platyrhynchos x rubripes
_09,1323,MHDH,Mallard X Hawaiian Duck Hybrid,Anas platyrhynchos x wyvilliana
_09,1331,MEDU,Mexican Duck,Anas diazi
_09,1330,ABDU,American Black Duck,Anas rubripes
_09,1340,MODU,Mottled Duck,Anas fulvigula
_09,1431,WHIP,White-cheeked Pintail,Anas bahamensis
_09,1390,AGWT,Green-winged Teal,Anas crecca
_09,1380,EGWT,European Green-winged Teal,Anas crecca crecca
_09,1401,UNTE,Unidentified Teal,Anas sp. or Spatula sp.
_10,1470,CANV,Canvasback,Aythya valisineria
_10,1460,REDH,Redhead,Aythya americana
_10,1500,RNDU,Ring-necked Duck,Aythya collaris
_10,1491,TUDU,Tufted Duck,Aythya fuligula
_10,1480,GRSC,Greater Scaup,Aythya marila
_10,1490,LESC,Lesser Scaup,Aythya affinis
_10,1570,STEI,Steller's Eider,Polysticta stelleri
_10,1580,SPEI,Spectacled Eider,Somateria fischeri
_10,1620,KIEI,King Eider,Somateria spectabilis
_10,1590,COEI,Common Eider,Somateria mollissima
_10,1550,HARD,Harlequin Duck,Histrionicus histrionicus
_10,1660,SUSC,Surf Scoter,Melanitta perspicillata
_10,1650,WWSC,White-winged Scoter,Melanitta deglandi
_10,1630,BLSC,Black Scoter,Melanitta americana
_10,1540,LTDU,Long-tailed Duck,Clangula hyemalis
_10,1530,BUFF,Bufflehead,Bucephala albeola
_10,1510,COGO,Common Goldeneye,Bucephala clangula
_10,1520,BAGO,Barrow's Goldeneye,Bucephala islandica
_10,1310,HOME,Hooded Merganser,Lophodytes cucullatus
_10,1290,COME,Common Merganser,Mergus merganser
_10,1300,RBME,Red-breasted Merganser,Mergus serrator
_10,1680,MADU,Masked Duck,Nomonyx dominicus
_10,1670,RUDU,Ruddy Duck,Oxyura jamaicensis
_10,1436,OHDU,Other Hybrid Duck,
_10,8600,MIME,Micronesian Megapode,Megapodius laperouse
_10,1820,AMFL,American Flamingo,Phoenicopterus ruber
_10,50,LEGR,Least Grebe,Tachybaptus dominicus
_10,60,PBGR,Pied-billed Grebe,Podilymbus podiceps
_10,30,HOGR,Horned Grebe,Podiceps auritus
_10,20,RNGR,Red-necked Grebe,Podiceps grisegena
_10,40,EAGR,Eared Grebe,Podiceps nigricollis
_10,10,WEGR,Western Grebe,Aechmophorus occidentalis
_10,12,WCGR,Western/Clark's Grebe,Aechmophorus sp.
_10,11,CLGR,Clark's Grebe,Aechmophorus clarkii
_11,3141,SNPI,Scaly-naped Pigeon,Patagioenas squamosa
_11,3140,WCPI,White-crowned Pigeon,Patagioenas leucocephala
_11,3130,RBPI,Red-billed Pigeon,Patagioenas flavirostris
_11,3121,PLPI,Plain Pigeon,Patagioenas inornata
_11,3120,BTPI,Band-tailed Pigeon,Patagioenas fasciata
_11,3158,PHTD,Philippine Turtle-Dove,Streptopelia bitorquata
_11,3152,AFCD,African Collared-Dove,Streptopelia roseogrisea
_11,3159,ECDO,Eurasian Collared-Dove,Streptopelia decaocto
_11,3151,SPDO,Spotted Dove,Streptopelia chinensis
_11,8780,SHGD,Shy Ground Dove,Alopecoenas stairi
_11,3154,WTGD,White-throated Ground Dove,Alopecoenas xanthonurus
_11,3153,ZEBD,Zebra Dove,Geopelia striata
_11,3210,INDO,Inca Dove,Columbina inca
_11,3200,COGD,Common Ground Dove,Columbina passerina
_11,3201,RUGD,Ruddy Ground Dove,Columbina talpacoti
_11,3221,RUQD,Ruddy Quail-Dove,Geotrygon montana
_11,3220,KWQD,Key West Quail-Dove,Geotrygon chrysia
_11,3222,BRQD,Bridled Quail-Dove,Geotrygon mystacea
_11,3180,WTDO,White-tipped Dove,Leptotila verreauxi
_11,3181,CADO,Caribbean Dove,Leptotila jamaicensis
_11,3190,WWDO,White-winged Dove,Zenaida asiatica
_11,3170,ZEND,Zenaida Dove,Zenaida aurita
_11,3161,EADO,Eared Dove,Zenaida auriculata
_11,8760,MCFD,Many-colored Fruit Dove,Ptilinopus perousii
_11,8620,PCFD,Purple-capped Fruit Dove,Ptilinopus porphyraceus
_11,3155,MAFD,Mariana Fruit Dove,Ptilinopus roseicapilla
_11,8770,PAPI,Pacific Pigeon,Ducula pacifica
_12,3160,MODO,Mourning Dove,Zenaida macroura
_13,3830,SBAN,Smooth-billed Ani,Crotophaga ani
_13,3840,GBAN,Groove-billed Ani,Crotophaga sulcirostris
_13,3850,GRRO,Greater Roadrunner,Geococcyx californianus
_13,3870,YBCU,Yellow-billed Cuckoo,Coccyzus americanus
_13,3871,WYBC,Western Yellow-billed Cuckoo,Coccyzus americanus
_13,3860,MACU,Mangrove Cuckoo,Coccyzus minor
_13,3880,BBCU,Black-billed Cuckoo,Coccyzus erythropthalmus
_13,3851,PRLC,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti
_13,8750,LTCU,Long-tailed Cuckoo,Eudynamys taitensis
_13,4210,LENI,Lesser Nighthawk,Chordeiles acutipennis
_13,4200,CONI,Common Nighthawk,Chordeiles minor
_13,4190,COPA,Common Pauraque,Nyctidromus albicollis
_13,4180,COPO,Common Poorwill,Phalaenoptilus nuttallii
_13,4160,CWWI,Chuck-will's-widow,Antrostomus carolinensis
_13,4161,BCNI,Buff-collared Nightjar,Antrostomus ridgwayi
_13,4170,EWPW,Eastern Whip-poor-will,Antrostomus vociferus
_13,4172,MWPW,Mexican Whip-poor-will,Antrostomus arizonae
_13,4171,PRNI,Puerto Rican Nightjar,Antrostomus noctitherus
_13,4220,BLSW,Black Swift,Cypseloides niger
_13,4230,CHSW,Chimney Swift,Chaetura pelagica
_13,4240,VASW,Vaux's Swift,Chaetura vauxi
_13,8610,WRSW,White-rumped Swiftlet,Aerodramus spodiopygius
_13,4250,WTSW,White-throated Swift,Aeronautes saxatalis
_13,4271,GVIO,Green Violetear,Colibri thalassinus
_13,4366,GREM,Green-breasted Mango,Anthracothorax prevostii
_13,9067,PRMA,Puerto Rican Mango,Anthracothorax dominicus
_13,4362,GRMA,Green Mango,Anthracothorax viridis
_13,4361,JAMA,Jamaican Mango,Anthracothorax mango
_13,4363,GTCA,Green-throated Carib,Eulampis holosericeus
_13,4260,RIHU,Rivoli's Hummingbird,Eugenes fulgens
_13,4261,PCST,Plain-capped Starthroat,Heliomaster constantii
_13,4270,BLUH,Blue-throated Hummingbird,Lampornis clemenciae
_13,4370,LUHU,Lucifer Hummingbird,Calothorax lucifer
_13,4280,RTHU,Ruby-throated Hummingbird,Archilochus colubris
_13,4290,BCHU,Black-chinned Hummingbird,Archilochus alexandri
_13,4371,BAWO,Bahama Woodstar,Nesophlox evelynae
_13,4310,ANHU,Anna's Hummingbird,Calypte anna
_13,4300,COHU,Costa's Hummingbird,Calypte costae
_13,4360,CAHU,Calliope Hummingbird,Selasphorus calliope
_13,4330,RUHU,Rufous Hummingbird,Selasphorus rufus
_13,4340,ALHU,Allen's Hummingbird,Selasphorus sasin
_13,4320,BTLH,Broad-tailed Hummingbird,Selasphorus platycercus
_13,4350,BUHU,Bumblebee Hummingbird,Selasphorus heloisa
_13,4410,BBLH,Broad-billed Hummingbird,Cynanthus latirostris
_13,4402,PREM,Puerto Rican Emerald,Chlorostilbon maugaeus
_13,4364,ACHU,Antillean Crested Hummingbird,Orthorhyncus cristatus
_13,9071,STTL,Streamertail,Trochilus polytmus
_13,4391,VCHU,Violet-crowned Hummingbird,Leucolia violiceps
_13,4381,BEHU,Berylline Hummingbird,Saucerottia beryllina
_13,4390,BUFH,Buff-bellied Hummingbird,Amazilia yucatanensis
_13,4380,RUFH,Rufous-tailed Hummingbird,Amazilia tzacatl
_13,4401,WEHU,White-eared Hummingbird,Hylocharis leucotis
_13,4408,HYHU,Hybrid Hummingbird,
_13,4409,UNHU,Unidentified Hummingbird,
_14,2111,CRRA,California Ridgway's Rail,Rallus obsoletus obsoletus
_14,2112,LFRR,Light-footed Ridgway's Rail,Rallus obsoletus levipes
_14,2113,YRRA,Yuma Ridgway's Rail,Rallus obsoletus yumanensis
_14,2080,KIRA,King Rail,Rallus elegans
_14,2110,CLRA,Clapper Rail,Rallus longirostris
_14,2120,VIRA,Virginia Rail,Rallus limicola
_14,2161,BBRA,Buff-banded Rail,Gallirallus philippensis
_14,2140,SORA,Sora,Porzana carolina
_14,2190,COGA,Common Gallinule,Gallinula galeata
_14,2191,HAGA,Hawaiian Gallinule,Gallinula galeata sandvicensis
_14,2201,HACO,Hawaiian Coot,Fulica alai
_14,2210,AMCO,American Coot,Fulica americana
_14,2180,PUGA,Purple Gallinule,Porphyrio martinicus
_14,2150,YERA,Yellow Rail,Coturnicops noveboracensis
_14,2160,BLRA,Black Rail,Laterallus jamaicensis
_14,2163,EBRA,Eastern Black Rail,Laterallus jamaicensis jamaicensis
_14,2070,LIMP,Limpkin,Aramus guarauna
_14,2060,SACR,Sandhill Crane,Antigone canadensis
_14,2061,MSCR,Mississippi Sandhill Crane,Antigone canadensis pulla
_14,2040,WHCR,Whooping Crane,Grus americana
_14,8543,SNSH,Snowy Sheathbill,Chionis albus
_14,2262,BWST,Black-winged Stilt,Himantopus himantopus
_14,2260,BNST,Black-necked Stilt,Himantopus mexicanus
_14,2261,HAST,Hawaiian Stilt,Himantopus mexicanus knudseni
_14,2250,AMAV,American Avocet,Recurvirostra americana
_14,2860,AMOY,American Oystercatcher,Haematopus palliatus
_14,2870,BLOY,Black Oystercatcher,Haematopus bachmani
_14,2700,BBPL,Black-bellied Plover,Pluvialis squatarola
_14,2720,AMGP,American Golden-Plover,Pluvialis dominica
_14,2721,PAGP,Pacific Golden-Plover,Pluvialis fulva
_14,2729,LEGP,Lesser Golden-Plover,Pluvialus dominica/ P. fulva
_14,2730,KILL,Killdeer,Charadrius vociferus
_14,2750,CRPL,Common Ringed Plover,Charadrius hiaticula
_14,2740,SEPL,Semipalmated Plover,Charadrius semipalmatus
_14,2770,PIPL,Piping Plover,Charadrius melodus
_14,2790,LRSP,Lesser Sand-Plover,Charadrius mongolus
_14,2800,WIPL,Wilson's Plover,Charadrius wilsonia
_14,2810,MOPL,Mountain Plover,Charadrius montanus
_14,2780,SNPL,Snowy Plover,Charadrius nivosus
_14,2781,WSPL,Western Snowy Plover,Charadrius nivosus nivosus
_14,2880,NOJA,Northern Jacana,Jacana spinosa
_14,2610,UPSA,Upland Sandpiper,Bartramia longicauda
_14,2680,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
_14,2650,WHIM,Whimbrel,Numenius phaeopus
_14,2640,LBCU,Long-billed Curlew,Numenius americanus
_14,2500,BARG,Bar-tailed Godwit,Limosa lapponica
_14,2510,HUGO,Hudsonian Godwit,Limosa haemastica
_14,2490,MAGO,Marbled Godwit,Limosa fedoa
_14,2830,RUTU,Ruddy Turnstone,Arenaria interpres
_14,2840,BLTU,Black Turnstone,Arenaria melanocephala
_14,2340,REKN,Red Knot,Calidris canutus
_14,2341,RRKN,Rufa Red Knot,Calidris canutus rufa
_14,2820,SURF,Surfbird,Calidris virgata
_14,2600,RUFF,Ruff,Calidris pugnax
_14,2380,SHAS,Sharp-tailed Sandpiper,Calidris acuminata
_14,2330,STSA,Stilt Sandpiper,Calidris himantopus
_14,2440,CUSA,Curlew Sandpiper,Calidris ferruginea
_14,2423,LTST,Long-toed Stint,Calidris subminuta
_14,2422,RNST,Red-necked Stint,Calidris ruficollis
_14,2480,SAND,Sanderling,Calidris alba
_14,2430,DUNL,Dunlin,Calidris alpina
_14,2360,ROSA,Rock Sandpiper,Calidris ptilocnemis
_14,2350,PUSA,Purple Sandpiper,Calidris maritima
_14,2410,BASA,Baird's Sandpiper,Calidris bairdii
_14,2420,LESA,Least Sandpiper,Calidris minutilla
_14,2400,WRSA,White-rumped Sandpiper,Calidris fuscicollis
_14,2620,BBSA,Buff-breasted Sandpiper,Calidris  subruficollis
_14,2390,PESA,Pectoral Sandpiper,Calidris melanotos
_14,2460,SESA,Semipalmated Sandpiper,Calidris pusilla
_14,2470,WESA,Western Sandpiper,Calidris mauri
_14,2310,SBDO,Short-billed Dowitcher,Limnodromus griseus
_14,2320,LBDO,Long-billed Dowitcher,Limnodromus scolopaceus
_14,2280,AMWO,American Woodcock,Scolopax minor
_14,2301,PTSN,Pin-tailed Snipe,Gallinago stenura
_14,2290,COSN,Common Snipe,Gallinago gallinago
_14,2300,WISN,Wilson's Snipe,Gallinago delicata
_14,2302,SWSN,Swinhoe's Snipe,Gallinago megala
_14,2631,COSA,Common Sandpiper,Actitis hypoleucos
_14,2630,SPSA,Spotted Sandpiper,Actitis macularius
_14,2560,SOSA,Solitary Sandpiper,Tringa solitaria
_14,2591,GTTA,Gray-tailed Tattler,Tringa brevipes
_14,2590,WATA,Wandering Tattler,Tringa incana
_14,2550,LEYE,Lesser Yellowlegs,Tringa flavipes
_14,2580,WILL,Willet,Tringa semipalmata
_14,2532,CGRE,Common Greenshank,Tringa nebularia
_14,2540,GRYE,Greater Yellowlegs,Tringa melanoleuca
_14,2561,WOSA,Wood Sandpiper,Tringa glareola
_14,2562,MASA,Marsh Sandpiper,Tringa stagnatilis
_14,2240,WIPH,Wilson's Phalarope,Phalaropus tricolor
_14,2230,RNPH,Red-necked Phalarope,Phalaropus lobatus
_14,2220,REPH,Red Phalarope,Phalaropus fulicarius
_14,352,SPSK,South Polar Skua,Stercorarius maccormicki
_14,8554,BRSK,Brown Skua,Stercorarius antarcticus
_14,8552,HYSK,Hybrid Skua,Stercorarius sp.
_14,360,POJA,Pomarine Jaeger,Stercorarius pomarinus
_14,370,PAJA,Parasitic Jaeger,Stercorarius parasiticus
_14,380,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
_14,340,DOVE,Dovekie,Alle alle
_14,300,COMU,Common Murre,Uria aalge
_14,310,TBMU,Thick-billed Murre,Uria lomvia
_14,320,RAZO,Razorbill,Alca torda
_14,270,BLGU,Black Guillemot,Cepphus grylle
_14,290,PIGU,Pigeon Guillemot,Cepphus columba
_14,230,MAMU,Marbled Murrelet,Brachyramphus marmoratus
_14,232,AMMU,Alaska Marbled Murrelet,Brachyramphus marmoratus
_14,240,KIMU,Kittlitz's Murrelet,Brachyramphus brevirostris
_14,251,SCMU,Scripps's Murrelet,Synthliboramphus scrippsi
_14,252,GUMU,Guadalupe Murrelet,Synthliboramphus hypoleucus
_14,250,XAMU,Xantus's Murrelet,Synthliboramphus scrippsi/ S. hypoleucus
_14,260,CRMU,Craveri's Murrelet,Synthliboramphus craveri
_14,210,ANMU,Ancient Murrelet,Synthliboramphus antiquus
_14,160,CAAU,Cassin's Auklet,Ptychoramphus aleuticus
_14,170,PAAU,Parakeet Auklet,Aethia psittacula
_14,200,LEAU,Least Auklet,Aethia pusilla
_14,190,WHAU,Whiskered Auklet,Aethia pygmaea
_14,180,CRAU,Crested Auklet,Aethia cristatella
_14,150,RHAU,Rhinoceros Auklet,Cerorhinca monocerata
_14,130,ATPU,Atlantic Puffin,Fratercula arctica
_14,140,HOPU,Horned Puffin,Fratercula corniculata
_14,120,TUPU,Tufted Puffin,Fratercula cirrhata
_15,400,BLKI,Black-legged Kittiwake,Rissa tridactyla
_15,410,RLKI,Red-legged Kittiwake,Rissa brevirostris
_15,390,IVGU,Ivory Gull,Pagophila eburnea
_15,620,SAGU,Sabine's Gull,Xema sabini
_15,600,BOGU,Bonaparte's Gull,Chroicocephalus philadelphia
_15,551,BHGU,Black-headed Gull,Chroicocephalus ridibundus
_15,601,LIGU,Little Gull,Hydrocoloeus minutus
_15,610,ROGU,Ross's Gull,Rhodostethia rosea
_15,391,MAGU,Dolphin Gull,Leucophaeus scoresbii
_15,580,LAGU,Laughing Gull,Leucophaeus atricilla
_15,590,FRGU,Franklin's Gull,Leucophaeus pipixcan
_15,570,HEEG,Heermann's Gull,Larus heermanni
_15,550,UMGU,Unidentified Mew Gull,Larus canus/ L. brachyrhynchus
_15,540,RBGU,Ring-billed Gull,Larus delawarensis
_15,490,WEGU,Western Gull,Larus occidentalis
_15,530,CAGU,California Gull,Larus californicus
_15,510,HERG,Herring Gull,Larus argentatus
_15,430,ICGU,Iceland Gull,Larus glaucoides
_15,431,THGU,Thayer's Gull,Larus glaucoides thayeri
_15,500,LBBG,Lesser Black-backed Gull,Larus fuscus
_15,440,GWGU,Glaucous-winged Gull,Larus glaucescens
_15,420,GLGU,Glaucous Gull,Larus hyperboreus
_15,470,GBBG,Great Black-backed Gull,Larus marinus
_15,8546,SBBG,Kelp Gull,Larus dominicanus
_15,446,HYGU,Hybrid Gull,
_15,534,UNGU,Unidentified Gull,
_16,700,COTE,Common Tern,Sterna hirundo
_17,750,SOTE,Sooty Tern,Onychoprion fuscatus
_18,790,BRNO,Brown Noddy,Anous stolidus
_18,791,BLNO,Black Noddy,Anous minutus
_18,792,BGNO,Blue-gray Noddy,Anous ceruleus
_18,793,WHTE,White Tern,Gygis alba
_18,761,GRAT,Gray-backed Tern,Onychoprion lunatus
_18,760,BRTE,Bridled Tern,Onychoprion anaethetus
_18,730,ALTE,Aleutian Tern,Onychoprion aleuticus
_18,740,LETE,Least Tern,Sternula antillarum
_18,742,ILTE,Interior Least Tern,Sternula antillarum athalassos
_18,743,CLTE,California Least Tern,Sternula antillarum browni
_18,630,GBTE,Gull-billed Tern,Gelochelidon nilotica
_18,640,CATE,Caspian Tern,Hydroprogne caspia
_18,770,BLTE,Black Tern,Chlidonias niger
_18,780,WWTE,White-winged Tern,Chlidonias leucopterus
_18,720,ROST,Roseate Tern,Sterna dougallii
_18,731,BNTE,Black-naped Tern,Sterna sumatrana
_18,725,HCRT,Common Tern X Roseate Tern Hybrid,Sterna dougallii x hirundo
_18,710,ARTE,Arctic Tern,Sterna paradisaea
_18,8548,ANTE,Antarctic Tern,Sterna vittata
_18,690,FOTE,Forster's Tern,Sterna forsteri
_18,650,ROYT,Royal Tern,Thalasseus maximus
_18,652,CRTE,Crested Tern,Thalasseus bergii
_18,670,SATE,Sandwich Tern,Thalasseus sandvicensis
_18,671,CAYT,Cayenne Tern,Thalasseus acuflavidus eurygnathus
_18,660,ELTE,Elegant Tern,Thalasseus elegans
_18,706,HYTE,Hybrid Tern,
_18,800,BLSK,Black Skimmer,Rynchops niger
_19,1120,WTTR,White-tailed Tropicbird,Phaethon lepturus
_19,1130,RBTR,Red-billed Tropicbird,Phaethon aethereus
_19,1131,RTTR,Red-tailed Tropicbird,Phaethon rubricauda
_19,110,RTLO,Red-throated Loon,Gavia stellata
_19,90,ARLO,Arctic Loon,Gavia arctica
_19,100,PALO,Pacific Loon,Gavia pacifica
_19,70,COLO,Common Loon,Gavia immer
_19,80,YBLO,Yellow-billed Loon,Gavia adamsii
_19,8502,EMPE,Emperor Penguin,Aptenodytes forsteri
_19,8504,ADPE,Adelie Penguin,Pygoscelis adeliae
_19,8503,GEPE,Gentoo Penguin,Pygoscelis papua
_19,8505,CHPE,Chinstrap Penguin,Pygoscelis antarcticus
_19,8510,MACP,Macaroni Penguin,Eudyptes chrysolophus
_19,8509,ROYP,Royal Penguin,Eudyptes schlegeli
_19,8508,ROCP,Rockhopper Penguin,Eudyptes chrysocome
_19,830,YNAL,Yellow-nosed Albatross,Thalassarche chlororhynchos
_19,822,BBAL,Black-browed Albatross,Thalassarche melanophris
_19,8522,GHAL,Gray-headed Albatross,Thalassarche chrysostoma
_19,8524,LMSA,Light-mantled Albatross,Phoebetria palpebrata
